Nome,Endereço,Cidade,Estado,CEP,Telefone,Site,Atividades
ENGINEERING S A – SERVICOS TECNICOS,"RUA DA ASSEMBLEIA 10, GR2810 CENTRO",RIO DE JANEIRO,RJ,20011-901,21 2106-0300,WWW.ENGINEERING.COM.BR,arquitetura;engenharia;estudos e projetos;gerenciamento;inspeção;planejamento;topografia
ENGMEX AUTOM DE PROJ E ENGENHARIA DE MAT LTDA,"AL DO INGA, 840, SL 706 VALE DO SERENO",BELO HORIZONTE,MG,34000-000,31 3347-6624,,aerofotogrametria;controles tecnológicos;engenharia;estudos e projetos;gerenciamento;planejamento;topografia
ENGPRED – ENGENHARIA E INSTALACOES PREDIAIS LTDA,"AV MARCIONILA , 1360, 1 AND SL 207 CABO BRANCO",JOAO PESSOA,PB,58045-050,83 3247-0949,,engenharia;estudos e projetos;gerenciamento;planejamento
ENTEL ENGENHARIA E TECNOLOGIA LTDA,"RUA BRIGADEIRO MELIBEU 505, CASA PIEDADE",JABOATAO DOS GUARARAPES,PE,54400-130,81 3461-3708,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
EPC ENGENHARIA PROJETO CONSULTORIA SA,"AV NSA SENHARA DOS NAVEGANTES, 955, 8 AND SLS 805 A 811 ENSEADA DO SUA",VITORIA,ES,29050-335,27 2122-1500,,engenharia;estudos e projetos
EPC ENGENHARIA PROJETO CONSULTORIA SA,"AV BARAO HOMEM DE MELO, 4554, 7 AND ESTORIL  epc@.br",BELO HORIZONTE,MG,30494-270,31 2122-5501,epc.com,engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
EPT – ENGENHARIA E PESQUISAS TECNOLOGICAS SA,"RUA DJANIRA RIBEIRO DO ROSARIO, 91, SANTA LUZIA",VITORIA,ES,29045-223,,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;topografia
EPT – ENGENHARIA E PESQUISAS TECNOLOGICAS SA,"RUA MARCELO GAMA 41, SAO JOAO",PORTO ALEGRE,RS,90540-040,51 3342-7766,,engenharia;estudos e projetos
EPT – ENGENHARIA E PESQUISAS TECNOLOGICAS SA.,"AV SAO JOSE, 450, AYROSA",OSASCO,SP,06283-120,11 3879-9449,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
EQUIPE UMAH – URB MEIO AMBIENTE HABIT SS LTDA,"CALCADA DOS IPES, 40, CCCALPHAVILLE ALPHAVILLE",BARUERI,SP,06453-025,11 4191-2667,www.umah.com.br,engenharia;estudos e projetos;gerenciamento;planejamento
ERREVE ENGENHARIA LTDA,"RUA T-48, QUADRA R-35, LOTE 05 28, SALA 301 SETOR OESTE",GOIANIA,GO,74140-130,62 3229-0422,,engenharia;estudos e projetos
ESC TECNICO J  KASSOY E M FRANCO ENGS CIVIS LTDA,"RUA LUIS COELHO, 340, 12 AND CONSOLACAO",SAO PAULO,SP,01309-903,11 3257-1411,,engenharia
ESPACO – EQUIPE DE PLANEJ ARQ E CONSULTORIA LTDA,"AV C 197 285, JD AMERICA",GOIANIA,GO,74465-539,62 3252-1439,,arquitetura;engenharia;estudos e projetos;planejamento
ESSE ENGENHARIA E CONSULTORIA LTDA,"ALAMEDA NIEMEYER, 500, CJ 602 VALE DO SERENO",NOVA LIMA,MG,34000-000,31 3264-9535,WWW.ESSEENGENHARIA.COM.BR,engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
ESTAI ESC DE SERVICOS TEC E ASSESSORIA INDUSTRIAL,"RUA DA AJUDA 35, SL 1201/1202 CENTRO",RIO DE JANEIRO,RJ,20040-020,21 2221-0154,,engenharia;estudos e projetos;planejamento
ESTATICA – ENGENHARIA LTDA,"RUA DR CANDIDO ESPINHERIA, 143, PERDIZES",SAO PAULO,SP,05004-000,11 3826-3555,WWW.ESTATICA.COM.BR,arquitetura;engenharia;estudos e projetos;geotecnia;paisagismo;topografia
ESTEIO – ENGENHARIA E AEROLEVANTAMENTOS,"RUA DOUTOR REYNALDO MACHADO, 1151, CASA PRADO VELHO",CURITIBA,PR,80215-242,41 3271-6000,,aerofotogrametria;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
ESTRA – ENGENHARIA LTDA,"RUA BARAO DO TRIUNFO 73, 12 AND, CJ 123 SANTO AMARO",SAO PAULO,SP,04602-000,11 5542-3088,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
ETALP ESC TEC ARTHUR LUIZ PITTA ENGENHARIA,"AV ENG LUIS CARLOS BERRINI, 828, 5 AND BROOKLIN NOVO",SAO PAULO,SP,04571-000,11 5506-0067,www.etalp.com.br,engenharia
ETEL ESTUDOS TECNICOS LTDA,"RUA ALFREDO BUFREN, 285, BL B",SL 04 CENTRO – CURITIBA,PR,80020-240,41 3262-1233,,arquitetura;engenharia;estudos e projetos
ETEL ESTUDOS TECNICOS LTDA.,"AV ONZE DE JUNHO, 56, VILA CLEMENTINO",SAO PAULO,SP,04041-000,11 5081-8250,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
EXCENGE EXCELENCIA EM ENGENHARIA LTDA,"AV RUI BARBOSA, 172, SALAS 201 A 204 SAO FRANCISCO",NITEROI,RJ,24360-440,21 2610-0826,,engenharia;estudos e projetos;gerenciamento;inspeção
EXOTENG ENGENHARIA PROJETOS E CONSULTORIA LTDA,"AV PARA, 308, QD. 48 LT. 06 SETOR CAMPINAS",GOIANIA,GO,74520-100,62 3233-8183,,engenharia;estudos e projetos
FATS ENGENHARIA CONSULTORIA LTDA,"RUA ERNANI PINTO, 529, VILA MARIA ALTA",SAO PAULO,SP,02128-020,11 2967-6976,www.fats.com.br,controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
FONTE CASTRO ARQUITETURA E URBANISMO LTDA,"AV ENGENHEIRO DOMINGOS FERREIRA , 1920, SL 102 BOA VIAGEM",RECIFE,PE,51111-020,81 2126-1400,,arquitetura;estudos e projetos;gerenciamento;paisagismo;planejamento
FOX ENGENHARIA E CONSULTORIA LTDA,"SIA SUL QD 04C BLOCO D LOJA 37 37, GUARA",BRASILIA,DF,71200-045,61 2103-9555,WWW.FOXENGENHARIA.COM.BR,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo
GCA CONSULTORES ASSOCIADOS S/S LTDA,"RUA PURPURINA, 131, CJ 41 / 42 SUMAREZINHO",SAO PAULO,SP,05435-130,11 4323-3315,www.gcaconsultores.com.br,arquitetura;engenharia;estudos e projetos;gerenciamento
GEOCENTER CONSULTORIA E PROJETOS LTDA,"AV FARRAPOS, 3270, SL 301 NAVEGANTES",PORTO ALEGRE,RS,90220-002,51 3326-0751,,estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
GEOCOMPANY TECNOL E ENG EM MEIO AMBIENTE SC LTDA,"AV SAGITARIO 138, 6A SL 607/8 ALPHAVILLE",BARUERI,SP,06473-073,11 4195-4435,WWW.GEOCOMPANY.COM.BR,engenharia;estudos e projetos;geotecnia
GEOHIDRO CONSULTORIA S/S LTDA,"AV BARAO DO RIO BRANCO, 32, 1 AND CENTRO",SAO FRANCISCO DO CONDE,BA,43900-000,71 2107-0977,WWW.GEOHIDRO.COM.BR,estudos e projetos;geotecnia;planejamento;topografia
GEOMETRICA ENGENHARIA DE PROJETOS LTDA,"RUA LOEFGREEEN, 1057, 14 AND  .",CJ 1402 VL CLEMENTINO – SAO PAULO,SP,04040-030,11 5078-1070,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
GEOSISTEMAS ENGENHARIA PLANEJAMENTO LTDA,"RUA RICARDO SALAZAR 83, PRADO",RECIFE,PE,50720-120,81 3878-5555,WWW.GEOSISTEMAS.COM.BR,aerofotogrametria;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
GEOSONDA S/A,"RUA PAES LEME, 524, CJ 112",SL A PINHEIROS – SAO PAULO,SP,05424-010,11 4615-6199,www.geosonda.com.br,engenharia;gerenciamento
GEPRO ENGENHARIA LTDA,"AV CUPECE, 6062, LJ 13 JD MIRIAM",SAO PAULO,SP,04366-901,11 5621-7306,,engenharia;estudos e projetos
GERANCE GERENCIAMENTO E CONSULTORIA LTDA,"RUA NETUNO 238, CASA SANTA LUCIA",BELO HORIZONTE,MG,30360-490,31 3293-6490,,engenharia;gerenciamento;planejamento
GERENTEC ENGENHARIA LTDA,"RUA BARAO DO TRIUNFO 550, CJ 86 BROOKLIN PAULISTA",SAO PAULO,SP,04602-002,11 5096-2429,,engenharia;estudos e projetos;gerenciamento;planejamento
GERIBELLO ENGENHARIA LTDA,"AV NOVE DE JULHO 5435, 7 AND JARDIM PAULISTA",SAO PAULO,SP,01407-200,11 3709-4000,www.geribello.com.br,arquitetura;engenharia;estudos e projetos;gerenciamento;inspeção;planejamento;topografia
GERIS ENGENHARIA E SERVICOS LTDA,"AV NOVE DE JULHO, 459, SL 02 CENTRO",SAO PAULO,SP,08550-100,11 3116-3333,www.gerisengenharia.com.br,engenharia;estudos e projetos;gerenciamento;planejamento
GOMES MACHADO ARQUITETOS ASSOCIADOS LTDA,"RUA BENTO FREITAS, 306, CJ 33 VILA BUARQUE",SAO PAULO,SP,01220-000,11 3062-6422,,arquitetura;estudos e projetos;paisagismo;planejamento;topografia
GTP GRUPO TECNICO DE PROJETOS SC LTDA,"RUA CAMBURIU, 632, ALTO DA LAPA",SAO PAULO,SP,05058-020,11 3021-2299,,engenharia;estudos e projetos
GUIMAR ENGENHARIA SA,"AV MAL CAMARA, 160, CENTRO",RIO DE JANEIRO,RJ,20020-080,21 2517-9000,,engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento
HAGAPLAN – PLANEJAMENTOS E PROJETOS LTDA,"PCA RAMOS DE AZEVEDO, 206, 15 AND CENTRO",SAO PAULO,SP,01037-010,11 3334-0355,,arquitetura;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
HAR ENGENHARIA E CONS DE MEIO AMB SC LTDA,"AV ALBERTO BINS, 789, CJ 404 CENTRO",PORTO ALEGRE,RS,90030-143,51 3221-9012,,engenharia;estudos e projetos
HERJACKTECH TECNOLOGIA E ENGENHARIA LTDA,"RUA XV DE NOVEMBRO, 228, 11 AND CENTRO",SAO PAULO,SP,01013-000,11 3106-9848,WWW.HERJACKTECH.COM.BR,engenharia;estudos e projetos;gerenciamento;planejamento
HF TOPOGRAFIA E GEODESIA LTDA,"RUA DAS PALMEIRAS, 815, SL 803 SANTA LUCIA",VITORIA,ES,29056-930,27 3324-7855,,controles tecnológicos;engenharia;geotecnia;paisagismo;topografia
HIDROCONSULT CONSULTORIA ESTUDOS E PROJETOS LTDA,"AV BRIGADEIRO FARIA LIMA 1768, 3 AND JD PAULISTANO",SAO PAULO,SP,01451-909,11 4195-3111,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção
HIGESA ENGENHARIA AMBIENTAL LTDA,"AV VASCO DA GAMA 4615, SL 402 ENG VELHO DE BROTAS",SALVADOR,BA,40240-090,71 3272-3311,WWW.HIGESA.COM.BR,controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
HIGH TECH CONSULTANTS LTDA,"RUA GEORGE EASTMAN, 160, CJ A 41",4 AND VILA MORUMBI – SAO PAULO,SP,05690-901,11 3758-7821,,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento;topografia
HISA ENGENHARIA LTDA,"ALAMEDA PADUA 45, 2 ANDAR PITUBA",SALVADOR,BA,41830-480,71 3359-4000,,engenharia;estudos e projetos
HITA ENGENHARIA E ARQUITETURA LTDA,"RUA PARANA, 264, SL 13 PITUBA",SALVADOR,BA,41830-170,71 2106-9200,,arquitetura;engenharia;estudos e projetos;gerenciamento
HOEST ASSESSORIA E CONSULTORIA LTDA – EPP,"RUA CANDIDO PORTINARI, 27, SANTA LUIZA",VITORIA,ES,29045-415,27 3225-2310,WWW.HOEST.COM.BR,engenharia;estudos e projetos;gerenciamento;inspeção
HOLLUS SERVICOS TECNICOS ESPECIALIZADOS LTDA,"R JOAO DE ABREU 192, 12 AND SL 122 A 125 BL A COND CIDADE EMPRESARIAL",GOIANIA,GO,74120-010,62 3997 8719,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
HW ENGENHARIA LTDA,"AV PAULO DE FRONTIN 745, RIO COMPRIDO",RIO DE JANEIRO,RJ,20261-241,21 2589-1484,,engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
HYDROS ENGENHARIA E PLANEJAMENTO S/A,"RUA DR AURELIO MIRANDA, 13-B, CENTRO",NAZARE,BA,44400-000,71 3272-8200,,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento
IBI ENGENHARIA CONSULTIVA SS,"RUA SILVA JATAHY 15, 7 AND MEIRELLES",FORTALEZA,CE,60165-070,853198-5000,,aerofotogrametria;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
ICOPLAN INTERNACIONAL CONSULTORIA E PLANEJAMENTO,"RUA DA CANDELARIA, 79, 3 AND",SL 303 CENTRO – RIO DE JANEIRO,RJ,20091-020,21 2203-0338,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;gerenciamento;planejamento
IEME BRASIL ENGENHARIA CONSULTIVA LTDA.,"RUA M.M.D.C., 499, BUTANTA  W",SAO PAULO,SP,05510-021,11 3816-8166,WWW.IEMEBRASIL.COM.BR,controles tecnológicos;engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
IFL – EMPREENDIMENTOS E TECNOLOGIA LTDA,"RUA DOS NAVEGANTES 2691, BOA VIAGEM",RECIFE,PE,51020-011,81 3465-2727,,engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
IGUATEMI CONSULTORIA SERVICOS DE ENGENHARIA LTDA,"RUA SANTOS SARAIVA 1964, ESTREITO",FLORIANOPOLIS,SC,88070-101,48 3248-2633,,engenharia;estudos e projetos;gerenciamento;planejamento
IHS ENGENHARIA LTDA,"RUA PANORAMA, 11, VL MORENA CASA 1 ANEXO JD DAS MARGARIDAS",SALVADOR,BA,41502-065,71 3377-2739,,engenharia;estudos e projetos
IM ENGENHARIA LTDA,"RUA HENRIQUE MOSCOSO, 833, SL 306 CENTRO",VILA VELHA,ES,29100-020,27 3219-0632,WWW.IMENGENHARIA.COM.BR,engenharia;estudos e projetos
INCORP CONSULTORIA E ASSESSORIA LTDA,"AV. PLINIO BRASIL MILANO 1305, HIGIENOPOLIS",PORTO ALEGRE,RS,90520-002,51 3328-2366,WWW.INCORPCONSULTORIA.COM.BR,arquitetura;engenharia;estudos e projetos;paisagismo;planejamento
INOVA TECNOLOGIA E ENGENHARIA LTDA,"RUA AGOSTINHO RODRIGUES FILHO, 350, CJ 101 BL B VILA CLEMENTINO",SAO PAULO,SP,04026-040,11 2618-4644,,engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
INTEREST ENGENHARIA LTDA,"AV ABDIAS DE CARVALHO 1111, CJ CENTTRO EMP RECIFE SL 404 PRADO",RECIFE,PE,50830-900,81 3226-0069,WWW.INTEREST.COM.BR,engenharia;estudos e projetos;gerenciamento
INTERTECHNE CONSULTORES S A,"AV IGUACU , 100, REBOUCAS",CURITIBA,PR,80230-020,41 3219-7200,,engenharia
INTERTEK INDUSTRY SERVICES BRASIL LTDA,"ALAMEDA MAMORÉ, 503 – 8º ANDAR ALPHAVILLE – BARUERI TEL: 11 28420406",,,06454040,,www.intertek.com,engenharia
IP – EMPREENDIMENTOS CONSULTORIA E ENGENHARIA LTDA,"RUA AGNELO DE BRITO, 21, FEDERACAO",SALVADOR,BA,40170-100,71 3261-0615,,engenharia;estudos e projetos;gerenciamento;planejamento
JDS ENGENHARIA E CONSULTORIA LTDA,"AV PASSOS, 91, SL 601 A 610,SL 201 A 204/206 CENTRO",RIO DE JANEIRO,RJ,20051-040,21 2222-6289,,arquitetura;engenharia;estudos e projetos;gerenciamento;topografia
JHE CONSULTORES ASSOCIADOS LTDA,"RUA GENERAL JARDIM, 633, G1",CJ 12 VILA BUARQUE – SAO PAULO,SP,01223-011,11 3150-0640,,engenharia;estudos e projetos;gerenciamento;planejamento
JM MENDES LEITE EIRELI,"RUA BARAO DE ARACATI, 1920, ALDEOTA",FORTALEZA,CE,60115-081,85 9239-6439,,arquitetura;estudos e projetos;gerenciamento;paisagismo;planejamento
JNS ENGENHARIA CONS E GERENCIAMENTO SC LTDA,"AV PEDROSO DE MORAES, 433, 10 E 11 AND PINHEIROS",SAO PAULO,SP,05419-902,11 3039-1166,,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo;planejamento
JONAS BIRGER ARQUITETURA SC LTDA,"RUA IAIA 77, CJ 81 ITAIM BIBI",SAO PAULO,SP,04542-060,11 3168-6144,,arquitetura;estudos e projetos;planejamento
JPNOR ENGENHARIA LTDA,"RUA PROF FERNANDO ROCHA, 254, PARALELA DORON",SALVADOR,BA,41194-020,71 2105-8888,WWW.JPNOR.COM.BR,engenharia;estudos e projetos;planejamento
JPPA GERENCIAMENTO E PROJETOS LTDA,"RUA DR BARROS CASSAL 180, CONJ. 501 FLORESTA",PORTO ALEGRE,RS,90035-030,51 2123-9000,WWW.JPPA.COM.BR,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento
JPTE ENGENHARIA LTDA,"ALAMEDA RIO NEGRO, 1084, 8 AND ALPHAVILLE",BARUERI,SP,06454-000,11 2127-0840,,engenharia;estudos e projetos;gerenciamento;planejamento
KEPELER CONSULTORIA LTDA – ME,"RUA ADAO MARCELINO DA SILVA, 85, CENTRO",GRAVATAI,RS,94035-340,51 3043-4640,WWW.KEPELER.COM.BR,engenharia;estudos e projetos;topografia
KL SERVICOS E ENGENHARIA SA,"AV ENGENHEIRO SANTANA JUNIOR 3000, SALAS 401 A 405 COCO",FORTALEZA,CE,60170-251,85 3261-8766,,aerofotogrametria;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
KNIJNIK ENGENHARIA SOCIEDADE SIMPLES,"AV CARLOS GOMES, 1998, SALA 801 AUXILIADORA",PORTO ALEGRE,RS,90480-002,51 3022-0617,www.projetoestrutural.com.br,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
L A FALCAO BAUER CENTRO TEC CONT QUALID LTDA,"RUA AQUINOS, 111, AGUA BRANCA",SAO PAULO,SP,05036-070,11 3611-0833,,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
LBR ENGENHARIA E CONSULTORIA LTDA,"RUA GENEBRA, 264, 4 AND CJ 42 BELA VISTA",SAO PAULO,SP,01316-010,11 3241-2789,,engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
LEGACY SOLUÇÕES E PREVENÇÕES DE RISCOS,"Rua Capitão Cesar de Andrade, nº 168  (21)3518-7440 faleconosco@.br",508 – Leblon Rio de Janeiro,RJ,22431-010,,legacysolucoes.com,
LEME – ENGENHARIA LTDA,"AV RIO BRANCO 405, ED ALAYDE CENTRO",FLORIANOPOLIS,SC,88015-201,48 2108-8000,www.leme.com.br,engenharia;estudos e projetos
LEME – ENGENHARIA LTDA,"SCN QUADRA 06 CJ A BLOCO A 3 AND 307/308, SALAS ASA NORTE",BRASILIA,DF,70716-900,61 2106 6800,,controles tecnológicos;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento
LEME – ENGENHARIA LTDA,"RUA GUAJAJARAS, 43, 6 AND CENTRO",BELO HORIZONTE,MG,30180-100,31 3273-2719,,engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento
"LKS LISBOA, KONDO, SHINOBE E ARQUITETOS ASSOCIAD","AV DIOGENES RIBEIRO DE LIMA, 1790, ALTO DE PINHEIROS",SAO PAULO,SP,05458-001,11 3816-0150,,arquitetura
LOG ENGENHARIA LTDA,"AV LUIS CORREIA DE BRITO, 271, CAMPO GRANDE",RECIFE,PE,52040-360,81 3241-8911,,engenharia;estudos e projetos
LUCENA TOPOGRAFIA & CONSTRUCAO LTDA,"AV GOVERNADOR CARLOS LIMA CAVALCANTE 3995, SL 27 CX POST 44 CASA CAIADA",OLINDA,PE,53040-000,,,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
M J ENGENHARIA,"RUA GENERAL CALDWEL, 615, CJ 202 MENINO DEUS",PORTO ALEGRE,RS,90130-051,51 3012-2232,,engenharia;estudos e projetos;gerenciamento;planejamento
MAGNA ENGENHARIA LTDA,"Q SEPN QUADRA N 509 BL D SL 106, 1 AND ASA NORTE",BRASILIA,DF,70750-504,61 3039-4732,,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento;topografia
MAGNA ENGENHARIA LTDA,"RUA BENVINDA DE CARVALHO, 239","SL 203 , SANTO ANTONIO – BELO HORIZONTE",MG,30330-180,31 3282-2507,,aerofotogrametria;controles tecnológicos;engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
MAGNA ENGENHARIA LTDA,"RUA DOM PEDRO II 331, SAO JOAO",PORTO ALEGRE,RS,90550-142,51 2104-0000,WWW.MAGNAENG.COM.BR,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
MAIA MELO ENGENHARIA LTDA,"RUA GENERAL JOAQUIM INACIO, 136, ILHA DO LEITE",RECIFE,PE,50070-270,81 3423-3977,WWW.MAIAMELO.COM.BR,aerofotogrametria;arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;paisagismo;planejamento;topografia
MAIQUAL CONSULTORIA TECNICA E EMPRESARIAL LTDA,"RUA SERGIPE, 475, CJ 109 HIGIENOPOLIS",SAO PAULO,SP,01243-912,11 2495-6860,WWW.MAIQUAL.COM/PT,arquitetura;engenharia;estudos e projetos;gerenciamento;inspeção
MANA ENGENHARIA E CONSULTORIA S/A,"AV ANTONIO CARLOS MAGALHAES, 3840, ED CAPEMI 8 AND ALA A PITUBA",SALVADOR,BA,41825-902,71 2107-3700,www.manaengenharia.com.br,engenharia;estudos e projetos
MARCELLO SANGUINETTI ESTRUTURAS LTDA,"RUA PAULO SETUBAL 46, BOA VIAGEM",RECIFE,PE,51011-520,81 3463-6875,WWW.MSESTRUTURAS.COM,arquitetura;controles tecnológicos;engenharia;estudos e projetos;geotecnia;gerenciamento;planejamento;topografia
MARCHI ARQUITETURA LTDA,"AV BRIG FARIA LIMA, 2092, 18 AND CJ 183 PINHEIROS",SAO PAULO,SP,01451-000,11 3488-2600,www.wmegc.com.br,arquitetura;estudos e projetos;gerenciamento
MARTE ENGENHARIA LTDA,"RUA BUENOS AIRES, 15, 7 E 8 ANDARES CENTRO",RIO DE JANEIRO,RJ,20070-021,21 3799-2000,,engenharia;estudos e projetos;gerenciamento;planejamento
MAUBERTEC ENGENHARIA E PROJETOS LTDA,"LARGO DO AROUCHE, 24, 08, 10 E 11 ANDAR VILA BUARQUE",SAO PAULO,SP,01219-010,11 3352-9090,www.maubertec.com.br,arquitetura;engenharia;estudos e projetos;gerenciamento;planejamento;topografia
MCA AUDITORIA E GERENCIAMENTO LTDA,"AV DO CONTORNO, 6321, 6 AND SL 06 FUNCIONARIOS",BELO HORIZONTE,MG,30110-110,31 3506-6531,www.mca.srv.br,engenharia;estudos e projetos;gerenciamento;planejamento
MCAA ARQUITETOS LTDA,"RUA FUNCHAL, 203, 4 AND CJ 41 VILA OLIMPIA",SAO PAULO,SP,04551-060,11 3842-4400,,arquitetura;estudos e projetos
MGF ENGENHEIROS CONSULTORES SC LTDA,"RUA CARLOS ESTEVAO, 57, SL 208 MADALENA",RECIFE,PE,50720-050,81 3228-5450,,engenharia;estudos e projetos
MHA ENGENHARIA LTDA,"AV MARIA COELHO AGUIAR, 215, BLOCO D  .BR",3. ANDAR JD SAO LUIS – SAO PAULO,SP,05805-000,11 3747-7711,MHA.COM,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo;planejamento
MJ FLORIDO PLANEJAMENTO E PROJETOS LTDA,"RUA VISCONDE DE SEPETIBA 935, SL 524 NITEROI",RIO DE JANEIRO,RJ,24020-206,21 2620-1051,,arquitetura;engenharia
MLAR ARQUITETURA E CONSULTORIA LTDA,"RUA ANTONIO C MAGALHAES 152, LOT IMAGEM PORTAO",LAURO DE FREITAS,BA,42700-000,71 3354-0340,,arquitetura;estudos e projetos;planejamento
MODERA ENGENHARIA LTDA,"AV PAULISTA, 1159 CONJ 1012/1013/1014 – BELA VISTA – SAO PAULO – SP",,,,,,arquitetura;engenharia;estudos e projetos
MONTEIRO ARQUITETURA LTDA,"RUA TENENTE SILVEIRA 199, SL 701 CENTRO  IPICOLLI@",FLORIANOPOLIS,SC,88010-300,48 3222-4522,HOTMAIL.COM,arquitetura;estudos e projetos;paisagismo;planejamento
MPB SANEAMENTO SC LTDA,"RUA FELIPE SCHMIDT, 649, SL 304 EDIF.TORRE COLINA CENTRO",FLORIANOPOLIS,SC,88010-080,48 3225-3682,,engenharia;estudos e projetos;planejamento
MRS ESTUDOS AMBIENTAIS LTDA,"SRTVS QD 701 BL O, SL 504 ASA SUL",BRASILIA,DF,70340-000,61 3201-1800,,estudos e projetos;geotecnia
MULTICONSULT ENGENHARIA LTDA,"AV FLAVIO RIBEIRO COUTINHO, 167, SL 302 MANAIRA",JOAO PESSOA,PB,58037-000,83 2106-0892,,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo
MYR PROJETOS ESTRATEGICOS E CONSULTORIA LTDA,"RUA CENTAURO, 231, SL 602 SANTA LUCIA",BELO HORIZONTE,MG,30360-310,31 3261-0119,,arquitetura;engenharia;estudos e projetos;gerenciamento;paisagismo;planejamento;topografia
N & A CONSULTORES E ASSOCIADOS LTDA,"AV LUIS VIANA FILHO 13223, TORRE EMPRESARIAL 03SALA 806 A SAO CRISTOVAO",SALVADOR,BA,41820-021,71 3415-2228,WWW.NACONSULT.COM.BR,engenharia;estudos e projetos;gerenciamento;inspeção;planejamento
NASSER HISSA ARQUITETOS ASSOCIADOS LTDA,"AV BARAO DE STUDART 215, MEIRELES",FORTALEZA,CE,60120-000,85 3248-7500,www.nasserhissa.com.br,arquitetura;estudos e projetos
NAVARRETE ENG PRESTACAO DE SERVICOS SS,"RUA 32 649, QD A 20",LT 19 SETOR JD GOIAS – GOIANIA,GO,74805-350,62 3285-1999,,engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;planejamento;topografia
NORCONSULT PROJETOS E  CONSULTORIA LTDA,"RUA JUNDIA 47, TAMARINEIRA",RECIFE,PE,52051-090,81 3441-1272,WWW.NORCONSULT.COM.BR,arquitetura;engenharia;estudos e projetos;geotecnia;gerenciamento;paisagismo;planejamento
NORDEN ENGENHARIA LTDA,"ILACIR PEREIRA LIMA 100, CONJ. 303 SILVEIRA  norden@.br",BELO HORIZONTE,MG,31320-130,31 3484-3620,uai.com,engenharia;estudos e projetos;geotecnia;gerenciamento;inspeção;topografia
NUCLEO ENGENHARIA CONSULTIVA SA,"RUA CONEGO BERNARDO, 101, SJ 903 TRINDADE",FLORIANOPOLIS,SC,88036-570,48 3236-2979,,engenharia;estudos e projetos;gerenciamento;planejamento
